,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low
980,Romania,Central and Eastern Europe,46,6.14,,1.275,0.832,0.595,0.564,0.001,0.045,2.83,2021,,,,
981,Kuwait,Middle East and North Africa,47,6.106,,1.461,0.857,0.58,0.591,0.13,0.12,2.368,2021,,,,
982,Serbia,Central and Eastern Europe,48,6.078,,1.101,0.924,0.634,0.482,0.066,0.189,2.682,2021,,,,
983,El Salvador,Latin America and Caribbean,49,6.061,,0.845,0.675,0.565,0.615,0.16,0.116,3.085,2021,,,,
984,Mauritius,Sub-Saharan Africa,50,6.049,,1.178,0.996,0.574,0.59,0.096,0.153,2.462,2021,,,,
985,Latvia,Central and Eastern Europe,51,6.032,,1.285,1.047,0.587,0.405,0.089,0.082,2.536,2021,,,,
986,Colombia,Latin America and Caribbean,52,6.012,,1.021,0.866,0.615,0.554,0.063,0.1,2.794,2021,,,,
987,Hungary,Central and Eastern Europe,53,5.992,,1.301,1.083,0.615,0.454,0.04,0.067,2.432,2021,,,,
988,Thailand,Southeast Asia,54,5.985,,1.107,0.957,0.596,0.611,0.028,0.375,2.309,2021,,,,
989,Nicaragua,Latin America and Caribbean,55,5.972,,0.693,0.904,0.604,0.553,0.176,0.201,2.841,2021,,,,
990,Japan,East Asia,56,5.94,,1.389,0.949,0.838,0.504,0.192,0.02,2.048,2021,,,,
991,Argentina,Latin America and Caribbean,57,5.929,,1.162,0.98,0.646,0.544,0.067,0.069,2.461,2021,,,,
992,Portugal,Western Europe,58,5.929,,1.323,0.939,0.76,0.621,0.033,0.029,2.225,2021,,,,
993,Honduras,Latin America and Caribbean,59,5.919,,0.703,0.787,0.593,0.578,0.083,0.241,2.934,2021,,,,
994,Croatia,Central and Eastern Europe,60,5.882,,1.251,1.039,0.703,0.453,0.0,0.111,2.325,2021,,,,
995,Philippines,Southeast Asia,61,5.88,,0.853,0.828,0.426,0.651,0.126,0.125,2.872,2021,,,,
996,South Korea,East Asia,62,5.845,,1.403,0.758,0.801,0.353,0.135,0.134,2.262,2021,,,,
997,Peru,Latin America and Caribbean,63,5.84,,0.986,0.833,0.623,0.536,0.031,0.087,2.744,2021,,,,
998,Bosnia and Herzegovina,Central and Eastern Europe,64,5.813,,1.032,0.919,0.618,0.395,0.005,0.261,2.583,2021,,,,
999,Moldova,Commonwealth of Independent States,65,5.766,,0.985,0.888,0.542,0.536,0.013,0.137,2.665,2021,,,,
1000,Ecuador,Latin America and Caribbean,66,5.764,,0.935,0.806,0.64,0.56,0.062,0.107,2.653,2021,,,,
1001,Kyrgyzstan,Commonwealth of Independent States,67,5.744,,0.665,0.971,0.501,0.673,0.02,0.266,2.648,2021,,,,
1002,Greece,Western Europe,68,5.723,,1.273,0.811,0.76,0.243,0.074,0.0,2.561,2021,,,,
1003,Bolivia,Latin America and Caribbean,69,5.716,,0.842,0.782,0.486,0.6,0.064,0.138,2.805,2021,,,,
1004,Mongolia,East Asia,70,5.677,,0.966,1.065,0.442,0.397,0.053,0.263,2.492,2021,,,,
1005,Paraguay,Latin America and Caribbean,71,5.653,,0.983,0.97,0.549,0.602,0.037,0.206,2.306,2021,,,,
1006,Montenegro,Central and Eastern Europe,72,5.581,,1.155,0.891,0.637,0.397,0.081,0.166,2.254,2021,,,,
1007,Dominican Republic,Latin America and Caribbean,73,5.545,,1.106,0.879,0.555,0.581,0.144,0.101,2.178,2021,,,,
1008,North Cyprus,Western Europe,74,5.536,,1.377,0.806,0.801,0.503,0.2,0.196,1.653,2021,,,,
1009,Belarus,Commonwealth of Independent States,75,5.534,,1.124,1.007,0.56,0.326,0.199,0.07,2.247,2021,,,,
1010,Russia,Commonwealth of Independent States,76,5.477,,1.241,0.992,0.511,0.409,0.06,0.115,2.148,2021,,,,
1011,Hong Kong S.A.R. of China,East Asia,77,5.477,,1.525,0.841,0.893,0.408,0.342,0.232,1.236,2021,,,,
1012,Tajikistan,Commonwealth of Independent States,78,5.466,,0.508,0.895,0.498,0.548,0.247,0.152,2.619,2021,,,,
1013,Vietnam,Southeast Asia,79,5.411,,0.817,0.873,0.616,0.679,0.091,0.124,2.211,2021,,,,
1014,Libya,Middle East and North Africa,80,5.41,,1.044,0.821,0.435,0.474,0.174,0.131,2.331,2021,,,,
1015,Malaysia,Southeast Asia,81,5.384,,1.259,0.797,0.587,0.624,0.064,0.27,1.784,2021,,,,
1016,Indonesia,Southeast Asia,82,5.345,,0.954,0.786,0.433,0.598,0.046,0.541,1.987,2021,,,,
1017,Congo (Brazzaville),Sub-Saharan Africa,83,5.342,,0.518,0.392,0.307,0.381,0.124,0.144,3.476,2021,,,,
1018,China,East Asia,84,5.339,,1.061,0.785,0.665,0.636,0.117,0.093,1.982,2021,,,,
1019,Ivory Coast,Sub-Saharan Africa,85,5.306,,0.669,0.409,0.052,0.438,0.092,0.177,3.469,2021,,,,
1020,Armenia,Commonwealth of Independent States,86,5.283,,0.996,0.758,0.585,0.54,0.198,0.079,2.127,2021,,,,
1021,Nepal,South Asia,87,5.269,,0.519,0.702,0.496,0.488,0.135,0.287,2.642,2021,,,,
1022,Bulgaria,Central and Eastern Europe,88,5.266,,1.181,1.055,0.583,0.494,0.005,0.125,1.823,2021,,,,
1023,Maldives,South Asia,89,5.198,,1.115,1.015,0.697,0.575,0.073,0.204,1.52,2021,,,,
1024,Azerbaijan,Commonwealth of Independent States,90,5.171,,1.025,0.841,0.541,0.526,0.276,0.043,1.919,2021,,,,
1025,Cameroon,Sub-Saharan Africa,91,5.142,,0.543,0.556,0.159,0.425,0.058,0.205,3.195,2021,,,,
1026,Senegal,Sub-Saharan Africa,92,5.132,,0.518,0.558,0.357,0.381,0.088,0.158,3.071,2021,,,,
1027,Albania,Central and Eastern Europe,93,5.117,,1.008,0.529,0.646,0.491,0.024,0.168,2.25,2021,,,,
1028,North Macedonia,Central and Eastern Europe,94,5.101,,1.068,0.772,0.535,0.45,0.022,0.212,2.042,2021,,,,
1029,Ghana,Sub-Saharan Africa,95,5.088,,0.68,0.595,0.287,0.517,0.058,0.268,2.684,2021,,,,
1030,Niger,Sub-Saharan Africa,96,5.074,,0.162,0.402,0.167,0.516,0.157,0.2,3.47,2021,,,,
1031,Turkmenistan,Commonwealth of Independent States,97,5.066,,1.046,1.172,0.439,0.602,0.033,0.366,1.409,2021,,,,
1032,Gambia,Sub-Saharan Africa,98,5.051,,0.367,0.511,0.21,0.384,0.123,0.465,2.99,2021,,,,
1033,Benin,Sub-Saharan Africa,99,5.045,,0.507,0.058,0.196,0.457,0.178,0.166,3.482,2021,,,,
1034,Laos,Southeast Asia,100,5.03,,0.808,0.598,0.33,0.643,0.179,0.268,2.204,2021,,,,
1035,Bangladesh,South Asia,101,5.025,,0.635,0.52,0.514,0.603,0.164,0.161,2.427,2021,,,,
1036,Guinea,Sub-Saharan Africa,102,4.984,,0.42,0.399,0.206,0.384,0.111,0.25,3.216,2021,,,,
1037,South Africa,Sub-Saharan Africa,103,4.956,,0.967,0.895,0.265,0.447,0.051,0.144,2.187,2021,,,,
1038,Turkey,Middle East and North Africa,104,4.948,,1.26,0.809,0.59,0.236,0.104,0.097,1.852,2021,,,,
1039,Pakistan,South Asia,105,4.934,,0.637,0.423,0.322,0.418,0.097,0.252,2.784,2021,,,,
1040,Morocco,Middle East and North Africa,106,4.918,,0.792,0.219,0.558,0.477,0.088,0.034,2.749,2021,,,,
1041,Venezuela,Latin America and Caribbean,107,4.892,,0.852,0.897,0.574,0.284,0.072,0.078,2.135,2021,,,,
1042,Georgia,Commonwealth of Independent States,108,4.891,,1.03,0.47,0.498,0.488,0.181,0.032,2.191,2021,,,,
1043,Algeria,Middle East and North Africa,109,4.887,,0.946,0.765,0.552,0.119,0.12,0.144,2.242,2021,,,,
1044,Ukraine,Commonwealth of Independent States,110,4.875,,0.979,0.958,0.517,0.417,0.01,0.181,1.813,2021,,,,
1045,Iraq,Middle East and North Africa,111,4.854,,0.91,0.638,0.381,0.302,0.041,0.153,2.429,2021,,,,
1046,Gabon,Sub-Saharan Africa,112,4.852,,1.037,0.707,0.362,0.424,0.064,0.058,2.201,2021,,,,
1047,Burkina Faso,Sub-Saharan Africa,113,4.834,,0.364,0.472,0.179,0.381,0.122,0.182,3.133,2021,,,,
1048,Cambodia,Southeast Asia,114,4.83,,0.603,0.68,0.426,0.702,0.061,0.21,2.148,2021,,,,
1049,Mozambique,Sub-Saharan Africa,115,4.794,,0.183,0.634,0.196,0.608,0.163,0.228,2.783,2021,,,,
1050,Nigeria,Sub-Saharan Africa,116,4.759,,0.663,0.625,0.051,0.433,0.039,0.212,2.736,2021,,,,
1051,Mali,Sub-Saharan Africa,117,4.723,,0.387,0.59,0.11,0.384,0.072,0.164,3.016,2021,,,,
1052,Iran,Middle East and North Africa,118,4.721,,1.03,0.557,0.561,0.275,0.144,0.33,1.823,2021,,,,
1053,Uganda,Sub-Saharan Africa,119,4.636,,0.364,0.718,0.24,0.398,0.054,0.267,2.596,2021,,,,
1054,Liberia,Sub-Saharan Africa,120,4.625,,0.228,0.58,0.253,0.43,0.057,0.221,2.857,2021,,,,
1055,Kenya,Sub-Saharan Africa,121,4.607,,0.603,0.508,0.385,0.483,0.073,0.375,2.18,2021,,,,
1056,Tunisia,Middle East and North Africa,122,4.596,,0.919,0.515,0.59,0.334,0.044,0.057,2.138,2021,,,,
1057,Lebanon,Middle East and North Africa,123,4.584,,1.045,0.868,0.595,0.175,0.026,0.14,1.736,2021,,,,
1058,Namibia,Sub-Saharan Africa,124,4.574,,0.882,0.801,0.262,0.411,0.059,0.091,2.068,2021,,,,
1059,Palestinian Territories,Middle East and North Africa,125,4.517,,0.646,0.819,0.434,0.33,0.075,0.082,2.131,2021,,,,
1060,Myanmar,Southeast Asia,126,4.426,,0.666,0.713,0.341,0.601,0.178,0.52,1.407,2021,,,,
1061,Jordan,Middle East and North Africa,127,4.395,,0.89,0.685,0.583,0.455,0.15,0.079,1.553,2021,,,,
1062,Chad,Sub-Saharan Africa,128,4.355,,0.255,0.353,0.0,0.24,0.084,0.215,3.209,2021,,,,
1063,Sri Lanka,South Asia,129,4.325,,0.99,0.82,0.593,0.559,0.049,0.239,1.075,2021,,,,
1064,Swaziland,Sub-Saharan Africa,130,4.308,,0.849,0.693,0.074,0.323,0.147,0.067,2.155,2021,,,,
1065,Comoros,Sub-Saharan Africa,131,4.289,,0.488,0.367,0.279,0.202,0.101,0.241,2.61,2021,,,,
1066,Egypt,Middle East and North Africa,132,4.283,,0.954,0.647,0.426,0.446,0.092,0.069,1.648,2021,,,,
1067,Ethiopia,Sub-Saharan Africa,133,4.275,,0.37,0.679,0.331,0.451,0.114,0.241,2.089,2021,,,,
1068,Mauritania,Sub-Saharan Africa,134,4.227,,0.666,0.749,0.273,0.218,0.133,0.119,2.069,2021,,,,
1069,Madagascar,Sub-Saharan Africa,135,4.208,,0.266,0.503,0.341,0.207,0.087,0.185,2.62,2021,,,,
1070,Togo,Sub-Saharan Africa,136,4.107,,0.254,0.239,0.203,0.289,0.107,0.209,2.806,2021,,,,
1071,Zambia,Sub-Saharan Africa,137,4.073,,0.528,0.552,0.231,0.487,0.074,0.227,1.975,2021,,,,
1072,Sierra Leone,Sub-Saharan Africa,138,3.849,,0.279,0.377,0.1,0.408,0.047,0.243,2.396,2021,,,,
1073,India,South Asia,139,3.819,,0.741,0.316,0.383,0.622,0.106,0.246,1.405,2021,,,,
1074,Burundi,Sub-Saharan Africa,140,3.775,,0.0,0.062,0.155,0.298,0.212,0.172,2.876,2021,,,,
1075,Yemen,Middle East and North Africa,141,3.658,,0.329,0.831,0.272,0.268,0.089,0.092,1.776,2021,,,,
1076,Tanzania,Sub-Saharan Africa,142,3.623,,0.433,0.54,0.3,0.549,0.231,0.307,1.263,2021,,,,
1077,Haiti,Latin America and Caribbean,143,3.615,,0.294,0.173,0.227,0.257,0.139,0.463,2.06,2021,,,,
1078,Malawi,Sub-Saharan Africa,144,3.6,,0.113,0.168,0.298,0.484,0.134,0.213,2.19,2021,,,,
1079,Lesotho,Sub-Saharan Africa,145,3.512,,0.451,0.731,0.007,0.405,0.015,0.103,1.8,2021,,,,
1080,Botswana,Sub-Saharan Africa,146,3.467,,1.099,0.724,0.34,0.539,0.088,0.027,0.648,2021,,,,
1081,Rwanda,Sub-Saharan Africa,147,3.415,,0.364,0.202,0.407,0.627,0.493,0.227,1.095,2021,,,,
1082,Zimbabwe,Sub-Saharan Africa,148,3.145,,0.457,0.649,0.243,0.359,0.075,0.157,1.205,2021,,,,
1083,Afghanistan,South Asia,149,2.523,,0.37,0.0,0.126,0.0,0.01,0.122,1.895,2021,,,,
1084,Finland,Western Europe,1,7.821,,1.892,1.258,0.775,0.736,0.534,0.109,2.518,2022,,,,
1085,Denmark,Western Europe,2,7.636,,1.953,1.243,0.777,0.719,0.532,0.188,2.226,2022,,,,
1086,Iceland,Western Europe,3,7.557,,1.936,1.32,0.803,0.718,0.191,0.27,2.32,2022,,,,
1087,Switzerland,Western Europe,4,7.512,,2.026,1.226,0.822,0.677,0.461,0.147,2.153,2022,,,,
1088,Netherlands,Western Europe,5,7.415,,1.945,1.206,0.787,0.651,0.419,0.271,2.137,2022,,,,
1089,Luxembourg*,Western Europe,6,7.404,,2.209,1.155,0.79,0.7,0.388,0.12,2.042,2022,,,,
1090,Sweden,Western Europe,7,7.384,,1.92,1.204,0.803,0.724,0.512,0.218,2.003,2022,,,,
1091,Norway,Western Europe,8,7.365,,1.997,1.239,0.786,0.728,0.474,0.217,1.925,2022,,,,
1092,Israel,Middle East and North Africa,9,7.364,,1.826,1.221,0.818,0.568,0.143,0.155,2.634,2022,,,,
1093,New Zealand,North America and ANZ,10,7.2,,1.852,1.235,0.752,0.68,0.483,0.245,1.954,2022,,,,
1094,Austria,Western Europe,11,7.163,,1.931,1.165,0.774,0.623,0.329,0.193,2.148,2022,,,,
1095,Australia,North America and ANZ,12,7.162,,1.9,1.203,0.772,0.676,0.341,0.258,2.011,2022,,,,
1096,Ireland,Western Europe,13,7.041,,2.129,1.166,0.779,0.627,0.408,0.19,1.743,2022,,,,
1097,Germany,Western Europe,14,7.034,,1.924,1.088,0.776,0.585,0.358,0.163,2.142,2022,,,,
1098,Canada,North America and ANZ,15,7.025,,1.886,1.188,0.783,0.659,0.368,0.217,1.924,2022,,,,
1099,United States,North America and ANZ,16,6.977,,1.982,1.182,0.628,0.574,0.177,0.22,2.214,2022,,,,
1100,United Kingdom,Western Europe,17,6.943,,1.867,1.143,0.75,0.597,0.329,0.289,1.967,2022,,,,
1101,Czechia,Central and Eastern Europe,18,6.92,,1.815,1.26,0.715,0.66,0.048,0.158,2.263,2022,,,,
1102,Belgium,Western Europe,19,6.805,,1.907,1.106,0.764,0.492,0.204,0.049,2.283,2022,,,,
1103,France,Western Europe,20,6.687,,1.863,1.219,0.808,0.567,0.266,0.07,1.895,2022,,,,
1104,Bahrain,Middle East and North Africa,21,6.647,,1.854,1.029,0.625,0.693,0.155,0.199,2.092,2022,,,,
1105,Slovenia,Central and Eastern Europe,22,6.63,,1.81,1.249,0.769,0.685,0.115,0.118,1.885,2022,,,,
1106,Costa Rica,Latin America and Caribbean,23,6.582,,1.584,1.054,0.744,0.661,0.102,0.089,2.346,2022,,,,
1107,United Arab Emirates,Middle East and North Africa,24,6.576,,1.998,0.98,0.633,0.702,0.25,0.204,1.809,2022,,,,
1108,Saudi Arabia,Middle East and North Africa,25,6.523,,1.87,1.092,0.577,0.651,0.18,0.078,2.075,2022,,,,
1109,Taiwan Province of China,East Asia,26,6.512,,1.897,1.095,0.733,0.542,0.168,0.075,2.002,2022,,,,
1110,Singapore,Southeast Asia,27,6.48,,2.149,1.127,0.851,0.672,0.587,0.163,0.932,2022,,,,
1111,Romania,Central and Eastern Europe,28,6.477,,1.719,1.006,0.655,0.605,0.006,0.039,2.446,2022,,,,
1112,Spain,Western Europe,29,6.476,,1.808,1.211,0.808,0.505,0.149,0.101,1.893,2022,,,,
1113,Uruguay,Latin America and Caribbean,30,6.474,,1.615,1.18,0.672,0.665,0.265,0.103,1.974,2022,,,,
1114,Italy,Western Europe,31,6.467,,1.834,1.052,0.801,0.412,0.059,0.085,2.222,2022,,,,
1115,Kosovo,Central and Eastern Europe,32,6.455,,1.362,0.949,0.569,0.599,0.035,0.309,2.631,2022,,,,
1116,Malta,Western Europe,33,6.447,,1.838,1.169,0.789,0.679,0.166,0.174,1.631,2022,,,,
1117,Lithuania,Central and Eastern Europe,34,6.446,,1.804,1.204,0.659,0.496,0.077,0.053,2.153,2022,,,,
1118,Slovakia,Central and Eastern Europe,35,6.391,,1.736,1.232,0.707,0.479,0.025,0.118,2.094,2022,,,,
1119,Estonia,Central and Eastern Europe,36,6.341,,1.793,1.232,0.728,0.689,0.333,0.123,1.442,2022,,,,
1120,Panama,Latin America and Caribbean,37,6.309,,1.715,1.107,0.709,0.592,0.051,0.049,2.086,2022,,,,
1121,Brazil,Latin America and Caribbean,38,6.293,,1.462,1.044,0.615,0.546,0.134,0.131,2.361,2022,,,,
1122,Guatemala*,Latin America and Caribbean,39,6.262,,1.274,0.831,0.522,0.662,0.115,0.112,2.746,2022,,,,
1123,Kazakhstan,Commonwealth of Independent States,40,6.234,,1.668,1.22,0.611,0.584,0.157,0.134,1.86,2022,,,,
1124,Cyprus,Western Europe,41,6.221,,1.815,0.909,0.819,0.448,0.062,0.123,2.044,2022,,,,
1125,Latvia,Central and Eastern Europe,42,6.18,,1.732,1.221,0.637,0.502,0.09,0.075,1.923,2022,,,,
1126,Serbia,Central and Eastern Europe,43,6.178,,1.55,1.086,0.658,0.546,0.088,0.219,2.031,2022,,,,
1127,Chile,Latin America and Caribbean,44,6.172,,1.651,1.08,0.748,0.46,0.069,0.124,2.04,2022,,,,
1128,Nicaragua,Latin America and Caribbean,45,6.165,,1.105,1.029,0.617,0.617,0.212,0.168,2.418,2022,,,,
1129,Mexico,Latin America and Caribbean,46,6.128,,1.552,0.886,0.623,0.621,0.115,0.092,2.239,2022,,,,
1130,Croatia,Central and Eastern Europe,47,6.125,,1.705,1.183,0.709,0.535,0.0,0.109,1.884,2022,,,,
1131,Poland,Central and Eastern Europe,48,6.123,,1.758,1.174,0.712,0.523,0.14,0.124,1.693,2022,,,,
1132,El Salvador,Latin America and Caribbean,49,6.12,,1.265,0.768,0.607,0.666,0.212,0.089,2.514,2022,,,,
1133,Kuwait*,Middle East and North Africa,50,6.106,,1.904,0.983,0.747,0.617,0.147,0.087,1.621,2022,,,,
1134,Hungary,Central and Eastern Europe,51,6.086,,1.748,1.233,0.668,0.485,0.064,0.078,1.812,2022,,,,
1135,Mauritius,Sub-Saharan Africa,52,6.071,,1.591,1.116,0.568,0.589,0.107,0.131,1.969,2022,,,,
1136,Uzbekistan,Commonwealth of Independent States,53,6.063,,1.219,1.092,0.6,0.716,0.24,0.283,1.913,2022,,,,
1137,Japan,East Asia,54,6.039,,1.835,1.089,0.866,0.537,0.218,0.007,1.487,2022,,,,
1138,Honduras,Latin America and Caribbean,55,6.022,,1.111,0.885,0.555,0.582,0.076,0.202,2.611,2022,,,,
1139,Portugal,Western Europe,56,6.016,,1.76,1.078,0.777,0.655,0.039,0.016,1.691,2022,,,,
1140,Argentina,Latin America and Caribbean,57,5.967,,1.592,1.102,0.662,0.555,0.085,0.081,1.891,2022,,,,
1141,Greece,Western Europe,58,5.948,,1.703,0.98,0.774,0.249,0.108,0.015,2.119,2022,,,,
1142,South Korea,East Asia,59,5.935,,1.851,0.886,0.841,0.414,0.176,0.111,1.656,2022,,,,
1143,Philippines,Southeast Asia,60,5.904,,1.268,0.912,0.514,0.678,0.142,0.107,2.283,2022,,,,
1144,Thailand,Southeast Asia,61,5.891,,1.535,1.096,0.697,0.617,0.026,0.321,1.6,2022,,,,
1145,Moldova,Commonwealth of Independent States,62,5.857,,1.417,1.008,0.597,0.561,0.028,0.102,2.142,2022,,,,
1146,Jamaica,Latin America and Caribbean,63,5.85,,1.296,1.045,0.646,0.567,0.053,0.08,2.164,2022,,,,
1147,Kyrgyzstan,Commonwealth of Independent States,64,5.828,,1.069,1.109,0.638,0.693,0.025,0.208,2.087,2022,,,,
1148,Belarus*,Commonwealth of Independent States,65,5.821,,1.562,1.157,0.629,0.342,0.282,0.04,1.811,2022,,,,
1149,Colombia,Latin America and Caribbean,66,5.781,,1.452,0.929,0.72,0.545,0.077,0.087,1.971,2022,,,,
1150,Bosnia and Herzegovina,Central and Eastern Europe,67,5.768,,1.468,1.068,0.665,0.448,0.006,0.244,1.869,2022,,,,
1151,Mongolia,East Asia,68,5.761,,1.393,1.197,0.467,0.398,0.059,0.247,1.999,2022,,,,
1152,Dominican Republic,Latin America and Caribbean,69,5.737,,1.538,1.003,0.577,0.606,0.179,0.084,1.751,2022,,,,
1153,Malaysia,Southeast Asia,70,5.711,,1.689,0.938,0.62,0.654,0.126,0.213,1.471,2022,,,,
1154,Bolivia,Latin America and Caribbean,71,5.6,,1.256,0.88,0.555,0.627,0.064,0.112,2.107,2022,,,,
1155,China,East Asia,72,5.585,,1.508,0.958,0.705,0.656,0.142,0.099,1.516,2022,,,,
1156,Paraguay,Latin America and Caribbean,73,5.578,,1.409,1.13,0.624,0.629,0.059,0.171,1.555,2022,,,,
1157,Peru,Latin America and Caribbean,74,5.559,,1.397,0.865,0.735,0.545,0.037,0.09,1.89,2022,,,,
1158,Montenegro,Central and Eastern Europe,75,5.547,,1.573,1.023,0.659,0.46,0.077,0.135,1.619,2022,,,,
1159,Ecuador,Latin America and Caribbean,76,5.533,,1.352,0.879,0.708,0.565,0.083,0.08,1.866,2022,,,,
1160,Vietnam,Southeast Asia,77,5.485,,1.252,0.932,0.611,0.707,0.105,0.143,1.735,2022,,,,
1161,Turkmenistan*,Commonwealth of Independent States,78,5.474,,1.484,1.319,0.516,0.649,0.032,0.314,1.16,2022,,,,
1162,North Cyprus*,Western Europe,79,5.467,,1.815,0.888,0.819,0.523,0.213,0.13,1.078,2022,,,,
1163,Russia,Commonwealth of Independent States,80,5.459,,1.685,1.095,0.586,0.401,0.08,0.117,1.494,2022,,,,
1164,Hong Kong S.A.R. of China,East Asia,81,5.425,,1.957,0.954,0.942,0.4,0.383,0.147,0.642,2022,,,,
1165,Armenia,Commonwealth of Independent States,82,5.399,,1.434,0.82,0.668,0.558,0.21,0.054,1.654,2022,,,,
1166,Tajikistan,Commonwealth of Independent States,83,5.377,,0.966,1.005,0.518,0.572,0.304,0.118,1.895,2022,,,,
1167,Nepal,South Asia,84,5.377,,0.984,0.784,0.499,0.519,0.13,0.237,2.224,2022,,,,
1168,Bulgaria,Central and Eastern Europe,85,5.371,,1.625,1.163,0.64,0.563,0.021,0.123,1.235,2022,,,,
1169,Libya*,Middle East and North Africa,86,5.33,,1.476,0.943,0.606,0.477,0.179,0.106,1.544,2022,,,,
1170,Indonesia,Southeast Asia,87,5.24,,1.382,0.883,0.539,0.62,0.047,0.468,1.3,2022,,,,
1171,Ivory Coast,Sub-Saharan Africa,88,5.235,,1.094,0.442,0.322,0.451,0.124,0.149,2.652,2022,,,,
1172,North Macedonia,Central and Eastern Europe,89,5.199,,1.505,0.863,0.637,0.488,0.031,0.215,1.461,2022,,,,
1173,Albania,Central and Eastern Europe,90,5.199,,1.439,0.646,0.719,0.511,0.028,0.138,1.718,2022,,,,
1174,South Africa,Sub-Saharan Africa,91,5.194,,1.425,1.088,0.361,0.442,0.046,0.089,1.742,2022,,,,
1175,Azerbaijan*,Commonwealth of Independent States,92,5.173,,1.458,1.093,0.56,0.601,0.341,0.023,1.098,2022,,,,
1176,Gambia*,Sub-Saharan Africa,93,5.164,,0.785,0.621,0.369,0.367,0.103,0.388,2.531,2022,,,,
1177,Bangladesh,South Asia,94,5.155,,1.06,0.614,0.581,0.622,0.187,0.125,1.967,2022,,,,
1178,Laos,Southeast Asia,95,5.14,,1.239,0.654,0.479,0.679,0.184,0.197,1.709,2022,,,,
1179,Algeria,Middle East and North Africa,96,5.122,,1.363,0.97,0.643,0.146,0.15,0.106,1.744,2022,,,,
1180,Liberia*,Sub-Saharan Africa,97,5.122,,0.636,0.67,0.309,0.405,0.08,0.178,2.844,2022,,,,
1181,Ukraine,Commonwealth of Independent States,98,5.084,,1.411,1.081,0.583,0.473,0.017,0.188,1.331,2022,,,,
1182,Congo,Sub-Saharan Africa,99,5.075,,0.95,0.405,0.355,0.431,0.146,0.13,2.658,2022,,,,
1183,Morocco,Middle East and North Africa,100,5.06,,1.208,0.268,0.565,0.492,0.102,0.02,2.405,2022,,,,
1184,Mozambique,Sub-Saharan Africa,101,5.048,,0.578,0.66,0.191,0.593,0.2,0.185,2.641,2022,,,,
1185,Cameroon,Sub-Saharan Africa,102,5.048,,0.968,0.672,0.317,0.397,0.074,0.152,2.469,2022,,,,
1186,Senegal,Sub-Saharan Africa,103,5.046,,0.933,0.53,0.447,0.494,0.081,0.143,2.419,2022,,,,
1187,Niger*,Sub-Saharan Africa,104,5.003,,0.57,0.56,0.326,0.571,0.145,0.165,2.667,2022,,,,
1188,Georgia,Commonwealth of Independent States,105,4.973,,1.467,0.612,0.595,0.508,0.208,0.0,1.583,2022,,,,
1189,Gabon,Sub-Saharan Africa,106,4.958,,1.459,0.738,0.396,0.343,0.099,0.032,1.892,2022,,,,
1190,Iraq,Middle East and North Africa,107,4.941,,1.289,0.682,0.554,0.328,0.046,0.147,1.894,2022,,,,
1191,Venezuela,Latin America and Caribbean,108,4.925,,0.0,0.968,0.578,0.283,0.082,0.225,2.79,2022,,,,
1192,Guinea,Sub-Saharan Africa,109,4.891,,0.848,0.566,0.275,0.334,0.116,0.214,2.538,2022,,,,
1193,Iran,Middle East and North Africa,110,4.888,,1.41,0.741,0.642,0.281,0.146,0.241,1.427,2022,,,,
1194,Ghana,Sub-Saharan Africa,111,4.872,,1.112,0.595,0.409,0.5,0.056,0.23,1.972,2022,,,,
1195,Turkey,Middle East and North Africa,112,4.744,,1.707,0.865,0.702,0.209,0.115,0.087,1.059,2022,,,,
1196,Burkina Faso,Sub-Saharan Africa,113,4.67,,0.779,0.565,0.32,0.382,0.126,0.186,2.313,2022,,,,
1197,Cambodia,Southeast Asia,114,4.64,,1.019,0.732,0.505,0.74,0.068,0.166,1.41,2022,,,,
1198,Benin,Sub-Saharan Africa,115,4.623,,0.932,0.064,0.335,0.479,0.23,0.127,2.458,2022,,,,
1199,Comoros*,Sub-Saharan Africa,116,4.609,,0.899,0.476,0.424,0.185,0.125,0.195,2.304,2022,,,,
1200,Uganda,Sub-Saharan Africa,117,4.603,,0.777,0.875,0.418,0.402,0.066,0.222,1.842,2022,,,,
1201,Nigeria,Sub-Saharan Africa,118,4.552,,1.079,0.732,0.3,0.444,0.038,0.175,1.784,2022,,,,
1202,Kenya,Sub-Saharan Africa,119,4.543,,1.032,0.605,0.401,0.44,0.082,0.322,1.661,2022,,,,
1203,Tunisia,Middle East and North Africa,120,4.516,,1.35,0.596,0.656,0.316,0.029,0.029,1.54,2022,,,,
1204,Pakistan,South Asia,121,4.516,,1.049,0.413,0.374,0.448,0.112,0.181,1.94,2022,,,,
1205,Palestinian Territories*,Middle East and North Africa,122,4.483,,1.148,0.957,0.521,0.336,0.079,0.073,1.368,2022,,,,
1206,Mali,Sub-Saharan Africa,123,4.479,,0.792,0.483,0.311,0.35,0.042,0.128,2.373,2022,,,,
1207,Namibia,Sub-Saharan Africa,124,4.459,,1.292,0.877,0.354,0.384,0.071,0.067,1.414,2022,,,,
1208,"Eswatini, Kingdom of*",Central and Eastern Europe,125,4.396,,1.274,0.786,0.197,0.259,0.154,0.038,1.688,2022,,,,
